u,g,r,i,z,class,redshift,redshift_err
17.7369,17.53491,17.38284,17.43165,17.40358,QSO,1.113579,0.0001961358
18.71119,17.63367,17.15886,16.81807,16.65849,GALAXY,0.08510967,7.39686e-06
19.35066,17.67373,16.7107,16.08651,15.71798,GALAXY,0.09525749,2.09154e-05
19.09799,17.78758,17.07563,16.67628,16.40652,GALAXY,0.09554093,8.369982e-06
18.13976,16.69435,15.99061,15.60423,15.32368,GALAXY,0.09722553,1.749622e-05
18.76727,16.8815,16.05186,15.65145,15.33899,GALAXY,0.07077572,1.281342e-05
19.22922,17.72876,16.84112,16.40397,16.08594,GALAXY,0.141823,2.373228e-05
18.95105,18.12292,17.60015,17.67729,17.3088,QSO,2.454623,0.0004006727
19.37066,18.11884,17.35861,16.9552,16.70476,GALAXY,0.1661362,1.445189e-05
19.51105,17.9498,17.23267,16.8646,16.57826,GALAXY,0.07301033,2.140563e-05
19.31983,18.16837,17.42081,16.99901,16.64148,GALAXY,0.1329708,9.539939e-06
19.37778,19.27094,19.04153,19.02196,19.07636,QSO,1.123279,0.0005842002
18.77831,17.60636,17.05429,16.71165,16.4938,GALAXY,0.08307189,6.850097e-06
19.43253,18.27268,17.76442,17.47272,17.31069,GALAXY,0.09127215,1.181747e-05
18.79869,17.48293,16.81601,16.43423,16.19404,GALAXY,0.1162819,2.172033e-05
19.00947,17.3716,16.65532,16.23277,15.99634,GALAXY,0.05967607,2.03681e-05
19.45823,19.23205,19.26516,19.1176,19.15615,QSO,1.501927,0.0006231259
18.0481,17.749,17.7409,17.75723,17.67978,QSO,0.7484507,8.916206e-05
19.41798,17.72575,16.88001,16.47982,16.16423,GALAXY,0.06016401,1.989143e-05
19.12736,17.71618,17.08676,16.74111,16.52114,GALAXY,0.06061933,2.037239e-05
19.56502,17.75463,16.92544,16.57537,16.2853,GALAXY,0.05962712,1.329986e-05
18.71755,17.28232,16.7609,16.45283,16.23798,GALAXY,0.05989467,1.875801e-05
18.13324,16.30544,15.45267,15.04544,14.72325,GALAXY,0.05242361,1.092704e-05
19.0233,18.01028,17.61885,17.32924,17.18827,GALAXY,0.08342333,8.355088e-06
19.33825,18.26963,17.85117,17.61785,17.48801,GALAXY,0.02289349,5.869677e-06
19.4329,18.33493,17.61717,17.18373,16.9827,GALAXY,0.1893228,8.860566e-06
18.30129,18.01735,17.81556,17.81974,17.47578,QSO,0.373914,4.10571e-05
19.12395,18.77966,18.88222,18.64834,18.53342,QSO,0.4524574,3.087061e-05
19.07883,18.81516,18.777,18.55844,18.58479,QSO,0.519034,0.0001213811
17.47933,16.04761,15.32396,14.88935,14.61115,GALAXY,0.07296586,7.973333e-05
19.4922,19.46774,19.14089,19.13696,19.28533,QSO,1.182699,0.0002888115
19.29804,19.15705,18.9362,18.92921,18.93425,QSO,1.089654,0.0001959098
19.30905,19.22424,18.97592,19.08741,19.09966,QSO,1.033239,0.0005163584
19.43398,17.59768,16.70188,16.29707,15.98005,GALAXY,0.07937591,2.513976e-05
19.06462,18.88488,18.51044,18.1213,18.10591,QSO,0.1969692,5.533369e-05
19.44333,19.25607,19.18331,19.1384,18.92926,QSO,2.113989,0.0006015716
19.51918,18.34186,17.74648,17.3513,17.11792,GALAXY,0.08559351,7.649859e-06
19.00892,17.69669,17.08945,16.74562,16.56441,GALAXY,0.08419397,8.708116e-06
19.44078,18.20462,17.6727,17.31931,17.12051,GALAXY,0.09209567,1.082271e-05
17.60557,16.47872,15.96789,15.53828,15.37885,GALAXY,0.09259722,7.886948e-06
19.42229,17.44627,16.50571,16.07734,15.72778,GALAXY,0.08495468,2.079887e-05
17.59898,16.13661,15.46384,15.11157,14.79508,GALAXY,0.0232853,1.513145e-05
18.91983,18.58962,18.69596,18.3725,18.20851,QSO,0.4621001,4.709875e-05
17.14768,15.30503,14.53877,14.16574,13.88514,GALAXY,0.02326646,8.429157e-06
19.54473,17.5841,16.67893,16.26155,15.92356,GALAXY,0.08497866,1.824745e-05
18.71092,17.26837,16.6064,16.16588,15.88081,GALAXY,0.06583595,1.046749e-05
18.13468,17.82907,17.87814,17.65807,17.56935,QSO,1.696949,0.0002538487
19.33558,19.23487,18.81004,18.60163,18.16223,QSO,0.2653346,3.769509e-05
19.01829,17.04532,16.11595,15.65685,15.3257,GALAXY,0.07685012,1.431974e-05
19.33952,18.38655,17.74351,17.34425,17.15365,GALAXY,0.1516998,7.086692e-06
19.20644,19.34231,19.15729,19.18227,19.16058,QSO,1.345111,0.0003558384
19.51033,18.35808,17.78811,17.43335,17.23423,GALAXY,0.08480229,7.932384e-06
19.58392,17.52012,16.60279,16.1839,15.85298,GALAXY,0.08405679,2.16435e-05
19.44194,17.70222,16.80315,16.38967,16.07499,GALAXY,0.08539948,2.682717e-05
19.59593,17.99414,17.14811,16.73084,16.4245,GALAXY,0.08238945,2.609256e-05
19.26033,18.09623,17.5557,17.22506,16.95338,GALAXY,0.08318798,1.233106e-05
19.47364,18.27307,17.7522,17.46541,17.40816,GALAXY,0.1253823,1.246531e-05
18.46649,17.52633,17.19859,16.98585,16.91288,GALAXY,0.04223313,7.234129e-06
19.56933,18.02993,17.15416,16.70461,16.33469,GALAXY,0.1003458,2.296337e-05
19.4768,17.68222,16.65601,16.19539,15.79817,GALAXY,0.09974243,2.817581e-05
19.23016,17.11534,16.05834,15.57776,15.18021,GALAXY,0.09809856,2.538495e-05
19.15499,17.66766,16.94036,16.49969,16.20743,GALAXY,0.09760916,9.927977e-06
19.32852,17.38047,16.33839,15.87467,15.48424,GALAXY,0.1157859,2.261739e-05
19.13969,17.87514,17.23895,16.86933,16.63777,GALAXY,0.1226545,8.738357e-06
18.77404,16.74045,15.78433,15.34305,14.9737,GALAXY,0.09752737,1.997618e-05
19.48461,19.31206,19.04776,19.03245,18.85473,QSO,1.095729,0.0007005798
19.59284,18.20746,17.52421,17.1334,16.86497,GALAXY,0.08411262,8.798725e-06
15.35847,14.25223,13.66903,13.39288,13.1294,GALAXY,0.01620245,9.187826e-06
19.58199,17.6955,16.77444,16.3511,16.03346,GALAXY,0.07100619,1.905463e-05
19.23483,17.80435,17.41476,17.11782,16.95325,GALAXY,0.09350638,8.188409e-06
18.8902,17.81684,17.38083,17.09866,16.97921,GALAXY,0.1172783,8.428289e-06
19.52477,18.26832,17.60031,17.20889,16.97537,GALAXY,0.131344,1.3538e-05
19.39959,17.47601,16.33421,15.87255,15.48682,GALAXY,0.153896,2.658759e-05
19.24672,17.37883,16.46945,16.04745,15.72618,GALAXY,0.0921497,1.988108e-05
19.49017,18.18689,17.54589,17.16025,16.95202,GALAXY,0.09236346,6.845166e-06
19.18428,17.97399,17.54947,17.28523,17.25506,GALAXY,0.05314989,1.736124e-05
18.72878,17.42229,16.81249,16.45777,16.25631,GALAXY,0.09222732,1.1573e-05
18.96853,17.62851,16.90109,16.47363,16.2272,GALAXY,0.09286663,7.922813e-06
19.25836,17.96472,17.47176,17.1737,16.99789,GALAXY,0.05898996,1.734345e-05
18.97933,17.77918,17.31104,16.96879,16.82509,GALAXY,0.08477192,7.19456e-06
19.38759,18.35689,17.79179,17.47358,17.31881,GALAXY,0.1779147,9.906891e-06
19.04723,17.74411,17.23269,16.84038,16.59813,GALAXY,0.06015207,7.645694e-06
19.21644,17.68318,16.97179,16.59994,16.35814,GALAXY,0.08250351,1.886145e-05
18.93098,18.25189,18.02766,17.82993,17.81882,GALAXY,0.1140865,5.421044e-06
19.40686,17.78553,17.12164,16.73916,16.46911,GALAXY,0.08305334,1.664085e-05
18.89711,17.42764,16.69955,16.27533,15.97339,GALAXY,0.04924548,8.828197e-06
18.08084,17.01255,16.52256,16.17778,16.0043,GALAXY,0.08316042,7.864761e-06
18.33309,17.32932,17.02249,16.73867,16.70403,GALAXY,0.07970025,8.498057e-06
17.91462,16.98509,16.77542,16.42044,16.30741,GALAXY,0.07417905,6.566047e-06
19.34965,17.71981,16.99918,16.58763,16.3789,GALAXY,0.09070973,1.469175e-05
17.73713,16.61889,16.15876,15.90127,15.7957,GALAXY,0.04701101,1.586432e-05
18.47771,17.26059,16.65079,16.28048,16.03176,GALAXY,0.05674187,4.688957e-06
18.95443,17.67985,17.03467,16.65755,16.41086,GALAXY,0.05600119,1.024963e-05
18.8143,17.80606,17.49019,17.26007,17.18015,GALAXY,0.05586394,7.557203e-06
18.97945,18.37505,17.56906,17.08338,16.92374,QSO,0.1821898,7.799443e-05
18.72039,17.24993,16.58904,16.21653,15.97232,GALAXY,0.08519153,1.432171e-05
18.79632,17.19898,16.78846,16.5452,16.38844,GALAXY,0.02330634,6.70623e-06
18.89792,17.31013,16.63421,16.27675,16.01058,GALAXY,0.03591149,1.931664e-05
19.16283,17.20956,16.27486,15.83361,15.52489,GALAXY,0.08545986,2.379626e-05
19.36916,17.50522,16.61937,16.20544,15.90641,GALAXY,0.083873,2.213268e-05
19.06323,17.99262,17.53426,17.19088,17.10475,GALAXY,0.1149048,6.806993e-06
18.94339,17.19627,16.38159,15.9924,15.66097,GALAXY,0.04636861,1.801777e-05
18.67138,18.59008,18.26962,18.16989,18.14032,QSO,1.271698,0.0003942951
18.95501,17.0679,16.14523,15.66545,15.35072,GALAXY,0.08538763,2.439446e-05
19.02792,17.59276,16.92251,16.54057,16.29561,GALAXY,0.08479903,1.964131e-05
18.74244,17.29201,16.63033,16.26934,16.02681,GALAXY,0.08419164,2.549299e-05
19.32311,17.30724,16.38017,15.94077,15.60798,GALAXY,0.08444673,1.949982e-05
18.73334,18.55148,18.47945,18.14052,18.14997,QSO,1.745199,0.0005425767
19.42207,18.15168,17.29251,16.72868,16.49542,GALAXY,0.1551158,1.261256e-05
19.49681,18.2068,17.65115,17.24152,16.98276,GALAXY,0.08247037,6.167516e-06
18.57117,17.22193,16.61313,16.22277,15.99279,GALAXY,0.06353863,9.931347e-06
19.14365,17.40448,16.54072,16.11532,15.84651,GALAXY,0.06334556,2.251754e-05
19.13471,17.4702,16.61169,16.1799,15.88138,GALAXY,0.1044956,2.85794e-05
19.43527,17.64535,16.64045,16.15505,15.82385,GALAXY,0.1417007,2.251149e-05
18.55841,18.56618,18.83851,19.06146,19.13173,QSO,2.676483,0.0005901722
18.49099,16.83946,16.04564,15.68428,15.41005,GALAXY,0.06488876,6.779546e-06
19.15054,17.72796,16.78904,16.33653,16.04927,GALAXY,0.1707155,1.740268e-05
18.14843,16.98864,16.53299,16.20395,16.11012,GALAXY,0.06385977,7.470465e-06
19.03382,18.64143,18.47537,18.24232,18.22774,QSO,1.574019,0.0002783509
19.35261,17.49798,16.32246,15.863,15.51064,GALAXY,0.1495764,2.527529e-05
19.11603,17.95387,17.52454,17.19385,17.16732,GALAXY,0.07033408,9.696541e-06
19.57094,17.70847,16.74862,16.34408,16.01682,GALAXY,0.1165104,3.676823e-05
19.3529,17.66174,16.74772,16.31712,15.95776,GALAXY,0.1168878,3.631579e-05
18.80492,17.44748,16.76967,16.35435,16.06742,GALAXY,0.07499296,8.813122e-06
18.75121,18.20288,18.11381,18.06757,17.96177,QSO,2.24624,0.0002446173
19.13346,19.24637,19.29778,19.09092,19.09732,GALAXY,0.0,0.0
19.03939,17.1306,16.2004,15.77896,15.45508,GALAXY,0.07078685,2.453798e-05
19.08941,18.03989,17.61522,17.32786,17.25427,GALAXY,0.08941759,7.76232e-06
19.58483,17.73942,16.73936,16.27024,15.92591,GALAXY,0.101506,2.74442e-05
18.89686,17.88963,17.2057,16.797,16.59668,GALAXY,0.1543445,8.555844e-06
18.93035,18.71142,18.30404,18.13956,18.1166,QSO,1.362646,0.0001856161
17.97081,16.75785,16.17978,15.85616,15.66953,GALAXY,0.08554,1.574872e-05
17.86239,15.90407,15.00164,14.59679,14.29589,GALAXY,0.06980449,1.725179e-05
17.04508,15.72356,15.04902,14.69091,14.39165,GALAXY,0.02991954,8.781129e-06
18.91255,17.60031,17.02347,16.68136,16.53921,GALAXY,0.07575106,2.570954e-05
18.56987,17.736,17.46939,17.35009,17.30436,GALAXY,0.005640853,7.371311e-06
19.53024,18.9556,18.55877,18.39762,18.15169,QSO,2.960838,0.0002733832
19.25531,17.24419,16.1626,15.74362,15.37602,GALAXY,0.1221442,2.596326e-05
18.09304,16.67688,16.01676,15.63535,15.37296,GALAXY,0.07435313,1.179667e-05
18.71554,17.11413,16.33442,15.91986,15.64912,GALAXY,0.0730755,1.178837e-05
18.14346,18.04793,18.11274,17.91019,17.92731,QSO,1.706541,0.0002577824
19.46774,18.82358,18.17468,17.73856,17.49887,QSO,0.1466461,4.208337e-05
19.17797,17.38089,16.49104,16.08811,15.79931,GALAXY,0.0775625,2.660169e-05
18.76565,17.45404,16.96313,16.67118,16.52345,GALAXY,0.0790217,1.28442e-05
19.10547,17.43467,16.55253,16.14782,15.83649,GALAXY,0.07980224,2.354363e-05
18.28009,16.2941,15.35087,14.923,14.62652,GALAXY,0.07998836,1.753885e-05
19.11104,18.1524,17.62336,17.33568,17.15443,GALAXY,0.1786544,8.29424e-06
17.94856,17.58886,17.3421,17.06447,17.0975,QSO,1.552944,0.0001055516
19.5273,19.25612,19.17942,19.14077,19.07321,QSO,2.172413,0.0003157451
19.41824,17.97552,17.08316,16.66835,16.36471,GALAXY,0.1568577,2.646594e-05
18.46119,17.31261,16.86269,16.52193,16.36421,GALAXY,0.066233,6.395834e-06
18.21178,16.31871,15.39341,14.92867,14.61457,GALAXY,0.08947413,1.476029e-05
18.23523,18.07508,17.95878,17.82601,17.86289,QSO,1.481032,0.0002538704
18.9574,17.85133,17.35947,17.04506,16.89737,GALAXY,0.1025605,8.400876e-06
18.32225,17.22564,16.66877,16.33549,16.15602,GALAXY,0.1057276,8.934669e-06
18.94023,17.80369,17.18972,16.82667,16.60715,GALAXY,0.1049288,1.00592e-05
19.44547,18.39802,17.93797,17.60405,17.43284,GALAXY,0.11557,7.862399e-06
19.2007,17.99679,17.31247,16.90299,16.70891,GALAXY,0.1059927,7.194313e-06
19.47922,18.11763,17.41814,17.06287,16.82554,GALAXY,0.07977359,1.173325e-05
19.57517,17.74602,16.8301,16.42193,16.08704,GALAXY,0.08833347,2.452146e-05
18.85869,17.94036,17.70839,17.44624,17.43755,GALAXY,0.07777679,6.346575e-06
18.80013,17.62334,16.97603,16.58812,16.35058,GALAXY,0.09352664,7.792953e-06
18.05696,17.09382,16.72829,16.5385,16.39725,GALAXY,0.03483565,6.623713e-06
18.42783,18.24514,17.74528,17.5815,17.13173,QSO,0.3316957,0.0001118222
18.99974,18.94699,18.72622,18.74368,18.82675,QSO,1.155056,0.0005042359
19.15184,17.60514,16.78324,16.33811,16.03901,GALAXY,0.07067046,1.770091e-05
19.32433,17.34067,16.42994,15.97318,15.64593,GALAXY,0.04098658,1.754164e-05
19.0589,17.78141,17.07254,16.70554,16.47032,GALAXY,0.1499632,1.303955e-05
19.35621,18.23821,17.69538,17.39313,17.24463,GALAXY,0.06881343,1.051709e-05
18.85812,18.73917,18.53001,18.4852,18.37682,QSO,1.19874,0.0003967985
19.51276,18.35837,17.7016,17.26407,17.07083,GALAXY,0.1442853,9.03511e-06
18.71594,16.78746,15.85274,15.37981,15.03935,GALAXY,0.07982143,1.678828e-05
17.4057,16.32313,15.89543,15.65381,15.47665,GALAXY,0.02231533,8.781247e-06
17.92415,16.47225,15.68669,15.28476,14.99978,GALAXY,0.08251391,1.821301e-05
19.55496,17.9252,17.08661,16.57928,16.1992,GALAXY,0.05881558,1.18899e-05
19.42731,17.50191,16.55648,16.07803,15.73118,GALAXY,0.06865139,1.254429e-05
18.47727,17.00464,16.23225,15.82197,15.48817,GALAXY,0.09556238,1.807152e-05
19.3238,18.11966,17.44124,17.03934,16.7938,GALAXY,0.1467007,8.711069e-06
19.37684,18.26743,17.67669,17.35042,17.15151,GALAXY,0.0949802,8.191477e-06
19.55859,18.36737,17.62854,17.25665,17.01726,GALAXY,0.1463603,1.127651e-05
19.44136,18.90586,18.93257,18.89184,18.64095,QSO,2.44995,0.0002377167
19.46697,17.38876,16.41399,15.98586,15.63999,GALAXY,0.1044316,2.218332e-05
18.47516,17.90065,17.26054,16.86253,16.62883,QSO,0.1509347,4.499636e-05
18.80466,18.72402,18.2945,18.09305,17.62905,QSO,0.3358777,5.640578e-05
18.99581,17.28142,16.40443,15.97537,15.65289,GALAXY,0.06941558,1.590754e-05
18.49741,18.45355,18.22567,18.17572,18.21204,QSO,1.248235,0.0002499344
18.86871,16.83326,15.88737,15.46411,15.15193,GALAXY,0.08918554,1.84227e-05
19.57027,17.62813,16.62718,16.15311,15.77457,GALAXY,0.08833484,2.211758e-05
19.22403,17.50927,16.66024,16.24139,15.9064,GALAXY,0.1087152,2.39568e-05
19.41458,18.44839,18.1422,18.16078,18.22667,QSO,1.260504,0.0004064626
18.24928,16.3051,15.27519,14.80156,14.42353,GALAXY,0.1050943,2.559538e-05
19.55343,18.22642,17.45266,17.07031,16.78132,GALAXY,0.107577,2.408023e-05
19.56634,19.35883,19.38392,19.22658,19.22915,QSO,1.612533,0.0004414697
19.29633,17.59504,16.86975,16.46629,16.2181,GALAXY,0.109518,2.162903e-05
19.28238,17.93823,17.21895,16.81596,16.56752,GALAXY,0.1066561,1.548949e-05
19.32408,18.21754,17.65964,17.2753,17.12345,GALAXY,0.1091585,8.672395e-06
19.28526,19.3364,19.10322,18.92706,18.98256,QSO,1.419335,0.0003171999
19.38138,17.47212,16.55188,16.12011,15.79066,GALAXY,0.08414871,1.888592e-05
18.80519,18.22554,17.87492,17.83106,17.68122,QSO,2.193651,0.0001757728
18.69856,16.78195,15.87224,15.45124,15.12664,GALAXY,0.08304702,1.810328e-05
19.38804,18.14893,17.57398,17.22239,16.97349,GALAXY,0.1080833,9.333434e-06
18.83728,17.56906,16.92292,16.57366,16.33418,GALAXY,0.1085835,2.187159e-05
19.14839,17.36576,16.4027,15.99459,15.60849,GALAXY,0.1077305,2.026899e-05
19.03187,18.7178,18.55766,18.49023,18.32773,QSO,0.7492889,0.0002869347
18.95839,17.16245,16.37158,15.983,15.69051,GALAXY,0.04443106,1.42704e-05
18.72954,17.75624,17.34669,16.99539,16.84987,GALAXY,0.1083024,8.658443e-06
19.1191,17.93631,17.35014,16.97601,16.77993,GALAXY,0.1090651,2.19463e-05
19.13684,17.23101,16.3494,15.95674,15.65561,GALAXY,0.0722013,1.6157e-05
18.53001,16.74557,15.83612,15.41433,15.04672,GALAXY,0.1169544,3.075582e-05
19.2431,17.13406,16.07078,15.62344,15.24981,GALAXY,0.1157857,2.639541e-05
18.62469,17.44661,16.75369,16.38673,16.12212,GALAXY,0.1311058,1.112979e-05
18.81431,17.5262,16.83533,16.46059,16.2199,GALAXY,0.1083024,1.60172e-05
18.31386,16.36745,15.4368,15.00108,14.69208,GALAXY,0.0720702,1.005804e-05
19.07897,17.83229,17.15764,16.76419,16.50711,GALAXY,0.1480311,7.568264e-06
18.038,16.04691,15.11491,14.69995,14.37568,GALAXY,0.07967108,1.548893e-05
19.36963,17.7988,16.9553,16.51787,16.20678,GALAXY,0.09816864,1.969817e-05
19.41891,19.11715,18.94148,19.00162,18.87148,QSO,0.8723394,0.0002625159
19.47691,17.82762,16.98015,16.46395,16.17614,GALAXY,0.07235298,1.039781e-05
18.0131,16.82813,16.36894,16.04604,15.86895,GALAXY,0.06886555,7.497565e-06
18.86854,17.24994,16.30556,15.83999,15.49588,GALAXY,0.136793,3.358987e-05
19.55731,17.66322,16.75771,16.34535,16.00541,GALAXY,0.07376515,2.564803e-05
19.52473,18.34507,17.69734,17.39932,17.23264,GALAXY,0.1499055,9.132284e-05
18.27075,16.98524,16.45078,16.12545,15.94247,GALAXY,0.0432824,1.1803e-05
17.76426,15.79215,14.86567,14.40921,14.0215,GALAXY,0.0424646,1.667033e-05
18.30934,17.04702,16.52789,16.22357,16.03646,GALAXY,0.0662348,1.02854e-05
19.5457,18.04553,17.36659,17.01615,16.71874,GALAXY,0.04306211,1.076389e-05
18.64221,16.63899,15.73023,15.29676,14.96574,GALAXY,0.0538973,1.415644e-05
18.25346,16.48553,15.71719,15.28012,14.96719,GALAXY,0.06095206,5.341124e-06
19.02263,18.87429,18.63988,18.63084,18.66621,QSO,1.260911,0.0001668579
19.50804,18.93748,18.7104,18.67406,18.68812,QSO,1.4783,5.211718e-05
18.9623,17.64583,17.05729,16.62765,16.50831,GALAXY,0.09919941,9.973799e-06
18.7744,16.99755,16.07756,15.6821,15.37293,GALAXY,0.09616256,1.929411e-05
18.2543,18.15362,17.99004,18.048,18.20387,QSO,1.136141,0.000470129
18.76777,17.64223,17.2077,16.88959,16.74,GALAXY,0.06107196,7.173625e-06
17.78357,15.77411,14.8518,14.48173,14.15066,GALAXY,0.0609911,1.208649e-05
18.77866,16.73487,15.81603,15.41962,15.0585,GALAXY,0.05659866,1.526442e-05
19.1644,18.12491,17.7323,17.50845,17.3499,GALAXY,0.05674932,9.233486e-06
19.12584,17.50718,16.70206,16.29622,16.00293,GALAXY,0.06068791,1.080918e-05
19.41777,17.50677,16.63022,16.24413,15.92012,GALAXY,0.06117897,1.555815e-05
18.98268,17.83036,17.36262,17.04344,16.82945,GALAXY,0.05261871,6.566534e-06
17.57731,16.40826,15.77209,15.39731,15.14197,GALAXY,0.0386328,7.366714e-06
19.38612,18.24129,17.82279,17.54438,17.4144,GALAXY,0.03899244,8.361714e-06
19.48441,17.95297,17.26117,16.92412,16.68423,GALAXY,0.02251405,3.028194e-05
17.36811,15.34595,14.40181,13.90112,13.43727,GALAXY,0.02220169,1.033006e-05
17.90372,16.41548,15.753,15.37711,15.06834,GALAXY,0.03838095,1.044014e-05
19.34307,18.04257,17.35022,16.98285,16.79366,GALAXY,0.1206014,2.743107e-05
17.44564,15.70659,14.97103,14.57807,14.31504,GALAXY,0.01237168,7.552992e-06
18.13986,16.37121,15.57278,15.16486,14.86148,GALAXY,0.03643291,1.117519e-05
18.14741,17.04684,16.7185,16.48862,16.36133,GALAXY,0.03888617,1.006222e-05
17.86108,16.75415,16.42876,16.20374,16.10048,GALAXY,0.02288016,7.590599e-06
17.62477,16.46113,16.13822,15.86874,15.71494,GALAXY,0.0528225,1.134483e-05
19.14878,17.24057,16.24828,15.83137,15.4553,GALAXY,0.09170649,1.953788e-05
18.31907,17.18997,16.78719,16.49621,16.3355,GALAXY,0.05688266,8.38609e-06
19.35287,17.55924,16.71126,16.26054,15.95247,GALAXY,0.07577008,1.323814e-05
16.51842,14.3885,13.47559,13.04406,12.67569,GALAXY,0.02510968,1.034614e-05
16.73255,15.22193,14.49578,14.12779,13.78736,GALAXY,0.02522886,8.838512e-06
16.41674,15.14963,14.40411,14.02133,13.67872,GALAXY,0.02542156,9.659956e-06
18.1796,18.02073,18.00654,17.91851,17.70588,QSO,2.096211,0.0001957785
18.51323,16.78342,15.94792,15.54418,15.23337,GALAXY,0.02489362,1.800785e-05
18.9829,17.91178,17.38699,17.09382,16.84847,GALAXY,0.02569273,8.298248e-06
17.83002,17.41587,17.19859,17.00175,16.82621,QSO,0.4363526,2.479907e-05
19.26175,17.58161,16.61024,16.1333,15.79391,GALAXY,0.1575426,1.665722e-05
18.66665,16.64705,16.01456,15.72376,15.78567,GALAXY,0.02100552,1.115674e-05
17.64,16.78252,16.46718,16.2961,16.13553,GALAXY,0.03058476,5.420917e-06
18.89195,17.84266,17.31011,16.96858,16.78748,GALAXY,0.1600937,8.293977e-06
18.69185,17.56652,17.00414,16.63505,16.41944,GALAXY,0.05808521,6.492784e-06
18.49972,17.22596,16.6467,16.27803,16.0269,GALAXY,0.05189719,7.617484e-06
19.49932,17.9344,16.99312,16.53955,16.23786,GALAXY,0.1425847,3.057034e-05
18.46417,17.42243,17.15641,16.95921,16.87576,GALAXY,0.05399953,4.712138e-06
18.19183,16.518,15.70879,15.31127,15.00191,GALAXY,0.02956532,1.495754e-05
16.16609,15.4523,15.19385,15.03832,14.90829,GALAXY,0.02895392,8.032943e-06
17.7343,15.88185,15.04488,14.65451,14.33979,GALAXY,0.02336681,7.581968e-06
18.11854,16.95613,16.41762,16.05268,15.84065,GALAXY,0.0755109,8.733135e-06
19.19504,18.12385,17.64135,17.36211,17.10764,GALAXY,0.0413232,1.46599e-05
18.31642,16.69419,15.915,15.45709,15.12038,GALAXY,0.04053304,7.886699e-06
19.47787,19.30894,19.23921,19.15236,19.00835,QSO,1.998825,0.0008350457
19.37766,18.98538,18.86863,18.59616,18.56373,QSO,1.62007,0.0004288359
19.46149,18.29988,17.8185,17.49927,17.37324,GALAXY,0.09601521,8.753133e-06
19.42865,18.24621,17.73077,17.46325,17.23098,GALAXY,0.07676292,1.689397e-05
19.13862,18.2231,18.0006,17.85604,17.75426,GALAXY,0.02350991,6.159971e-06
16.37006,14.72676,13.84537,13.36265,12.93735,GALAXY,0.02351671,1.412931e-05
18.41453,16.64134,15.85989,15.46258,15.18521,GALAXY,0.02291369,8.139154e-06
19.25966,17.45532,16.57814,16.16963,15.87957,GALAXY,0.07609059,1.606431e-05
18.96506,17.63134,17.26134,17.07742,16.94875,GALAXY,0.02418891,5.685985e-06
18.62158,17.03067,16.26122,15.88024,15.54011,GALAXY,0.04002153,9.211639e-06
19.01679,17.88691,17.25101,16.92535,16.71654,GALAXY,0.1591607,8.885916e-06
17.14895,15.82948,15.29201,14.9068,14.75949,GALAXY,0.003651842,1.139838e-05
18.28733,16.88274,16.38495,16.11589,15.83561,GALAXY,0.03882613,2.187508e-05
18.57219,17.27677,16.57101,16.16122,15.87241,GALAXY,0.07814479,9.19071e-06
18.00127,16.84274,16.49905,16.36808,16.35641,GALAXY,0.02045502,1.017318e-05
17.92481,16.91405,16.59666,16.36787,16.19803,GALAXY,0.0,0.0
19.57482,19.25594,19.08963,18.8503,18.85886,QSO,1.51862,0.0004156128
19.41091,19.23914,18.93254,18.84213,18.85672,QSO,1.177073,0.0003553263
18.50947,16.6693,15.84205,15.45214,15.14845,GALAXY,0.03169626,1.330275e-05
18.40539,17.26505,16.90755,16.6694,16.56756,GALAXY,0.04295547,1.203662e-05
18.9089,18.05681,17.38861,16.98611,16.81001,QSO,0.1520692,2.366614e-05
19.20922,17.37437,16.50893,16.11397,15.77417,GALAXY,0.05003483,2.174258e-05
17.52828,17.20214,17.19615,17.04307,17.16838,QSO,0.5443214,7.376122e-05
18.88643,17.61551,17.0087,16.66453,16.40392,GALAXY,0.07490897,1.608666e-05
18.852,16.88364,16.00556,15.60538,15.26812,GALAXY,0.04836623,1.418181e-05
16.91954,14.87355,13.92804,13.47455,13.15533,GALAXY,0.04908251,1.313207e-05
19.49861,17.61435,16.75926,16.36624,16.04941,GALAXY,0.04904714,1.808893e-05
19.05105,17.88837,17.3458,17.0065,16.80147,GALAXY,0.07551316,1.018766e-05
19.07364,17.77027,17.3097,17.05787,16.89684,GALAXY,0.04102144,1.355789e-05
19.21085,17.90196,17.05912,16.63603,16.32151,GALAXY,0.135793,8.986326e-06
19.22223,17.36964,16.56846,16.18381,15.87214,GALAXY,0.04889468,1.775644e-05
18.32288,17.12818,16.74767,16.46139,16.33717,GALAXY,0.04860111,7.654374e-06
18.41791,16.65999,15.83532,15.435,15.09749,GALAXY,0.04836513,2.45244e-05
16.12673,14.77924,14.18412,13.80869,13.54915,GALAXY,0.03840229,9.628057e-06
19.31748,17.84493,17.1691,16.7944,16.55267,GALAXY,0.09826122,1.105505e-05
19.48453,18.60308,17.93962,17.57307,17.38559,GALAXY,0.225224,1.191306e-05
18.64815,18.35528,18.16932,17.87953,17.8835,QSO,1.624468,0.0001871228
18.81824,16.83682,15.84758,15.41098,15.0659,GALAXY,0.08364785,2.252996e-05
19.22636,17.22497,16.18465,15.65698,15.2079,GALAXY,0.09808265,1.993622e-05
18.2834,17.08982,16.40964,16.00465,15.74236,GALAXY,0.0991472,7.973897e-06
